SEASON,TEAM,MATCH_DATE,RESULT,LAST_1,LAST_2,LAST_3,LAST_4,LAST_5,FORM_SCORE
2022,Cagliari,2022-01-11,Bologna,W,L,L,L,D,6
2022,Cagliari,2022-01-06,Sampdoria,L,L,L,D,D,4
2022,Cagliari,2021-10-24,Fiorentina,W,D,L,L,D,4
2022,Cagliari,2021-11-06,Atalanta,L,L,L,W,D,3
2022,Cagliari,2021-11-21,Sassuolo,L,L,L,L,W,1
2022,Cagliari,2021-11-26,Salernitana,D,L,L,L,L,2
2022,Cagliari,2021-11-30,Hellas Verona,D,D,L,L,L,3
2022,Cagliari,2021-12-06,Torino,D,D,D,L,L,4
2022,Cagliari,2021-12-12,Inter,D,D,D,D,L,4
2022,Cagliari,2021-12-18,Udinese,L,D,D,D,D,3
2022,Cagliari,2022-04-09,Juventus,L,L,L,L,W,0
2022,Cagliari,2021-10-27,Roma,L,W,D,L,L,4
2022,Cagliari,2021-11-01,Bologna,L,L,W,D,L,4
2022,Cagliari,2021-10-17,Sampdoria,D,L,L,D,L,5
2022,Cagliari,2021-10-01,Venezia,L,L,D,L,L,2
2022,Cagliari,2021-09-19,Lazio,L,L,D,,,2
2022,Cagliari,2021-09-26,Napoli,L,D,L,L,D,1
2022,Cagliari,2021-09-22,Empoli,D,L,L,D,,2
2022,Cagliari,2021-09-12,Genoa,L,D,,,,1
2022,Cagliari,2021-08-29,Milan,D,,,,,1
2022,Cagliari,2021-08-23,Spezia,,,,,,1
2022,Empoli,2021-11-27,Fiorentina,L,D,W,L,W,7
2022,Empoli,2021-09-11,Venezia,W,L,,,,3
2022,Empoli,2021-09-19,Sampdoria,L,W,L,,,3
2022,Empoli,2022-04-16,Udinese,D,L,D,L,D,2
2022,Empoli,2022-04-09,Spezia,L,D,L,D,L,3
2022,Empoli,2022-04-03,Fiorentina,D,L,D,L,L,2
2022,Empoli,2021-09-22,Cagliari,L,L,W,L,,6
2022,Empoli,2021-11-22,Hellas Verona,D,W,L,W,L,7
2022,Empoli,2021-12-06,Udinese,D,W,L,D,W,8
2022,Empoli,2021-12-02,Torino,W,L,D,W,L,8
2022,Empoli,2021-08-28,Juventus,L,,,,,3
2022,Empoli,2021-12-22,Milan,D,W,W,D,W,8
2022,Empoli,2021-11-05,Genoa,W,L,W,L,L,7
2022,Empoli,2021-10-31,Sassuolo,L,W,L,L,W,6
2022,Empoli,2021-10-27,Inter,W,L,L,W,W,6
2022,Empoli,2021-10-23,Salernitana,L,L,W,W,L,9
2022,Empoli,2021-10-17,Atalanta,L,W,W,L,L,6
2022,Empoli,2022-03-12,Milan,D,L,L,D,D,2
2022,Empoli,2021-12-19,Spezia,W,W,D,W,L,11
2022,Empoli,2022-03-06,Genoa,L,L,D,D,L,3
2022,Empoli,2022-05-14,Salernitana,L,L,W,L,D,4
2022,Empoli,2022-01-06,Lazio,L,D,W,W,D,8
2022,Empoli,2022-01-09,Sassuolo,D,L,D,W,W,5
2022,Empoli,2022-01-16,Venezia,L,D,L,D,W,3
2022,Empoli,2022-01-23,Roma,D,L,D,L,D,2
2022,Empoli,2022-02-06,Bologna,L,D,L,D,L,3
2022,Empoli,2022-02-13,Cagliari,D,L,D,L,D,3
2022,Empoli,2022-02-19,Sampdoria,D,D,L,D,L,3
2022,Empoli,2022-02-26,Juventus,L,D,D,L,D,2
2022,Empoli,2021-10-03,Roma,W,W,L,L,W,6
2022,Empoli,2021-09-26,Bologna,W,L,L,W,L,9
2022,Empoli,2022-03-20,Hellas Verona,L,D,L,L,D,2
2022,Empoli,2022-05-21,Atalanta,D,L,L,W,L,7
2022,Empoli,2021-12-12,Napoli,W,D,W,L,D,10
2022,Empoli,2022-05-06,Inter,L,W,L,D,L,4
2022,Empoli,2022-05-01,Torino,W,L,D,L,D,4
2022,Empoli,2022-04-24,Napoli,L,D,L,D,L,5
2022,Empoli,2021-08-21,Lazio,,,,,,0
2022,Fiorentina,2021-12-19,Sassuolo,W,W,W,L,W,10
2022,Fiorentina,2022-05-16,Sampdoria,W,L,L,L,W,3
2022,Fiorentina,2022-05-09,Roma,L,L,L,W,W,6
2022,Fiorentina,2021-08-22,Roma,,,,,,0
2022,Fiorentina,2021-08-28,Torino,L,,,,,3
2022,Fiorentina,2021-09-11,Atalanta,W,L,,,,6
2022,Fiorentina,2021-09-18,Genoa,W,W,L,,,9
2022,Fiorentina,2021-09-21,Inter,W,W,W,L,,9
2022,Fiorentina,2021-09-26,Udinese,L,W,W,W,L,12
2022,Fiorentina,2021-10-31,Spezia,L,W,L,L,W,6
2022,Fiorentina,2021-11-20,Milan,L,W,L,W,L,9
2022,Fiorentina,2021-12-05,Bologna,W,L,W,L,W,9
2022,Fiorentina,2021-11-30,Sampdoria,L,W,L,W,L,9
2022,Fiorentina,2021-10-03,Napoli,W,L,W,W,W,9
2022,Fiorentina,2021-11-27,Empoli,W,L,W,L,W,6
2022,Fiorentina,2021-11-06,Juventus,W,L,W,L,L,6
2022,Fiorentina,2021-10-27,Lazio,W,L,L,W,L,6
2022,Fiorentina,2021-10-24,Cagliari,L,L,W,L,W,6
2022,Fiorentina,2021-10-18,Venezia,L,W,L,W,W,6
2022,Fiorentina,2022-04-24,Salernitana,W,W,W,D,W,10
2022,Fiorentina,2022-01-10,Torino,D,D,W,W,W,8
2022,Fiorentina,2021-12-22,Hellas Verona,D,W,W,W,L,11
2022,Fiorentina,2022-01-17,Genoa,L,D,D,W,W,8
2022,Fiorentina,2022-02-05,Lazio,D,W,L,D,D,5
2022,Fiorentina,2022-02-14,Spezia,L,D,W,L,D,7
2022,Fiorentina,2022-02-20,Atalanta,W,L,D,W,L,10
2022,Fiorentina,2022-02-26,Sassuolo,W,W,L,D,W,7
2022,Fiorentina,2022-05-01,Milan,L,L,W,W,W,6
2022,Fiorentina,2022-04-27,Udinese,L,W,W,W,D,9
2022,Fiorentina,2022-01-23,Cagliari,W,L,D,D,W,6
2022,Fiorentina,2022-04-16,Venezia,W,W,D,W,D,13
2022,Fiorentina,2022-04-10,Napoli,W,D,W,D,L,11
2022,Fiorentina,2022-04-03,Empoli,D,W,D,L,W,8
2022,Fiorentina,2022-03-13,Bologna,D,L,W,W,L,10
2022,Fiorentina,2022-03-19,Inter,W,D,L,W,W,8
2022,Fiorentina,2021-12-11,Salernitana,W,W,L,W,L,12
2022,Fiorentina,2022-03-06,Hellas Verona,L,W,W,L,D,7
2022,Fiorentina,2022-05-21,Juventus,L,W,L,L,L,6
2022,Genoa,2022-04-24,Cagliari,L,L,L,W,D,6
2022,Genoa,2021-09-21,Bologna,L,W,L,L,,4
2022,Genoa,2021-09-18,Fiorentina,W,L,L,,,3
2022,Genoa,2021-09-12,Cagliari,L,L,,,,3
2022,Genoa,2021-08-29,Napoli,L,,,,,0
2022,Genoa,2021-08-21,Inter,,,,,,0
2022,Genoa,2022-05-21,Bologna,L,W,L,W,L,6
2022,Genoa,2022-05-15,Napoli,W,L,W,L,L,6
2022,Genoa,2021-10-26,Spezia,L,D,L,D,D,3
2022,Genoa,2022-04-30,Sampdoria,W,L,L,L,W,3
2022,Genoa,2021-09-25,Hellas Verona,D,L,W,L,L,5
2022,Genoa,2022-04-15,Milan,L,L,W,D,D,4
2022,Genoa,2022-04-10,Lazio,L,W,D,D,D,5
2022,Genoa,2022-04-04,Hellas Verona,W,D,D,D,D,6
2022,Genoa,2022-03-18,Torino,D,D,D,D,D,7
2022,Genoa,2022-03-13,Atalanta,D,D,D,D,D,5
2022,Genoa,2022-03-06,Empoli,D,D,D,D,D,5
2022,Genoa,2022-02-25,Inter,D,D,D,D,L,5
2022,Genoa,2022-02-20,Venezia,D,D,D,L,L,4
2022,Genoa,2021-11-28,Udinese,L,D,D,D,L,4
2022,Genoa,2022-01-06,Sassuolo,D,L,L,L,L,2
2022,Genoa,2022-01-09,Spezia,D,D,L,L,L,2
2022,Genoa,2021-12-21,Atalanta,L,L,L,L,D,1
2022,Genoa,2021-12-10,Sampdoria,L,L,D,L,D,1
2022,Genoa,2022-01-17,Fiorentina,L,D,D,L,L,2
2022,Genoa,2022-01-22,Udinese,L,L,D,D,L,3
2022,Genoa,2022-02-05,Roma,D,L,L,D,D,3
2022,Genoa,2021-12-17,Lazio,L,L,L,D,L,1
2022,Genoa,2021-12-05,Juventus,L,D,L,D,D,2
2022,Genoa,2021-12-01,Milan,D,L,D,D,D,3
2022,Genoa,2021-11-21,Roma,D,D,D,L,D,3
2022,Genoa,2021-11-05,Empoli,D,D,L,D,L,4
2022,Genoa,2021-10-31,Venezia,D,L,D,L,D,3
2022,Genoa,2022-02-13,Salernitana,D,D,L,L,D,3
2022,Genoa,2022-05-06,Juventus,L,W,L,L,L,6
2022,Genoa,2021-10-22,Torino,D,L,D,D,L,3
2022,Genoa,2021-10-17,Sassuolo,L,D,D,L,W,3
2022,Genoa,2021-10-02,Salernitana,D,D,L,W,L,5
2022,Hellas Verona,2022-02-27,Venezia,D,W,L,W,W,10
2022,Hellas Verona,2021-11-22,Empoli,D,W,D,W,L,11
2022,Hellas Verona,2022-03-13,Napoli,D,W,D,W,L,8
2022,Hellas Verona,2022-03-20,Empoli,L,D,W,D,W,6
2022,Hellas Verona,2022-01-21,Bologna,W,L,W,D,L,10
2022,Hellas Verona,2022-01-16,Sassuolo,L,W,D,L,L,7
2022,Hellas Verona,2022-01-09,Salernitana,W,D,L,L,W,4
2022,Hellas Verona,2022-01-06,Spezia,D,L,L,W,D,7
2022,Hellas Verona,2021-12-22,Fiorentina,L,L,W,D,L,5
2022,Hellas Verona,2022-03-06,Fiorentina,W,D,W,L,W,8
2022,Hellas Verona,2021-10-24,Lazio,L,W,D,D,W,8
2022,Hellas Verona,2022-05-14,Torino,L,W,D,W,L,7
2022,Hellas Verona,2022-02-06,Juventus,W,W,L,W,D,9
2022,Hellas Verona,2021-11-27,Sampdoria,W,D,W,D,W,8
2022,Hellas Verona,2021-11-30,Cagliari,L,W,D,W,D,8
2022,Hellas Verona,2021-12-05,Venezia,D,L,W,D,W,8
2022,Hellas Verona,2021-12-12,Atalanta,W,D,L,W,D,7
2022,Hellas Verona,2022-04-04,Genoa,D,L,D,W,D,8
2022,Hellas Verona,2021-12-19,Torino,L,W,D,L,W,4
2022,Hellas Verona,2022-02-13,Udinese,L,W,W,L,W,9
2022,Hellas Verona,2022-04-09,Inter,W,D,L,D,W,5
2022,Hellas Verona,2022-04-18,Atalanta,L,W,D,L,D,7
2022,Hellas Verona,2022-04-23,Sampdoria,W,L,W,D,L,8
2022,Hellas Verona,2022-04-30,Cagliari,D,W,L,W,D,10
2022,Hellas Verona,2022-05-08,Milan,W,D,W,L,W,7
2022,Hellas Verona,2022-05-21,Lazio,L,L,W,D,W,5
2022,Hellas Verona,2022-02-19,Roma,W,L,W,W,L,10
2022,Hellas Verona,2021-11-07,Napoli,W,D,W,L,W,8
2022,Hellas Verona,2021-10-30,Juventus,D,W,L,W,D,10
2022,Hellas Verona,2021-10-27,Udinese,W,L,W,D,D,8
2022,Hellas Verona,2021-10-16,Milan,W,D,D,W,L,8
2022,Hellas Verona,2021-10-03,Spezia,D,D,W,L,L,8
2022,Hellas Verona,2021-09-25,Genoa,D,W,L,L,L,5
2022,Hellas Verona,2021-09-22,Salernitana,W,L,L,L,,4
2022,Hellas Verona,2021-09-19,Roma,L,L,L,,,3
2022,Hellas Verona,2021-09-13,Bologna,L,L,,,,0
2022,Hellas Verona,2021-08-27,Inter,L,,,,,0
2022,Hellas Verona,2021-08-21,Sassuolo,,,,,,0
2022,Internazionale,2021-12-04,Roma,W,W,W,D,W,13
2022,Internazionale,2021-10-02,Sassuolo,D,W,W,D,W,11
2022,Internazionale,2021-10-16,Lazio,W,D,W,W,D,10
2022,Internazionale,2021-10-24,Juventus,L,W,D,W,W,8
2022,Internazionale,2021-10-27,Empoli,D,L,W,D,W,8
2022,Internazionale,2021-10-31,Udinese,W,D,L,W,D,10
2022,Internazionale,2021-11-07,Milan,W,W,D,L,W,8
2022,Internazionale,2021-11-21,Napoli,D,W,W,D,L,11
2022,Internazionale,2021-11-27,Venezia,W,D,W,W,D,13
2022,Internazionale,2021-12-01,Spezia,W,W,D,W,W,13
2022,Internazionale,2021-09-25,Atalanta,W,W,D,W,W,11
2022,Internazionale,2022-02-12,Napoli,L,W,D,W,W,8
2022,Internazionale,2022-01-22,Venezia,D,W,W,W,W,13
2022,Internazionale,2022-01-16,Atalanta,W,W,W,W,W,13
2022,Internazionale,2022-01-09,Lazio,W,W,W,W,W,15
2022,Internazionale,2021-09-21,Fiorentina,W,D,W,W,,13
2022,Internazionale,2021-12-17,Salernitana,W,W,W,W,W,15
2022,Internazionale,2021-08-21,Genoa,,,,,,3
2022,Internazionale,2021-12-12,Cagliari,W,W,W,W,D,15
2022,Internazionale,2022-03-19,Fiorentina,D,W,D,L,D,6
2022,Internazionale,2022-05-15,Cagliari,W,W,L,W,W,12
2022,Internazionale,2022-05-06,Empoli,W,L,W,W,W,12
2022,Internazionale,2022-05-22,Sampdoria,W,W,W,L,W,12
2022,Internazionale,2022-05-01,Udinese,L,W,W,W,W,12
2022,Internazionale,2021-09-18,Bologna,D,W,W,,,10
2022,Internazionale,2021-09-12,Sampdoria,W,W,,,,7
2022,Internazionale,2022-02-25,Genoa,L,D,L,W,D,5
2022,Internazionale,2022-03-04,Salernitana,D,L,D,L,W,5
2022,Internazionale,2022-03-13,Torino,W,D,L,D,L,6
2022,Internazionale,2022-02-20,Sassuolo,D,L,W,D,W,5
2022,Internazionale,2022-04-03,Juventus,D,D,W,D,L,9
2022,Internazionale,2022-04-09,Hellas Verona,W,D,D,W,D,11
2022,Internazionale,2022-04-15,Spezia,W,W,D,D,W,11
2022,Internazionale,2022-04-23,Roma,W,W,W,D,D,13
2022,Internazionale,2022-04-27,Bologna,W,W,W,W,D,12
2022,Internazionale,2021-08-27,Hellas Verona,W,,,,,6
2022,Internazionale,2022-02-05,Milan,W,D,W,W,W,10
2022,Internazionale,2021-12-22,Torino,W,W,W,W,W,15
2022,Juventus,2022-05-06,Genoa,W,W,D,W,L,10
2022,Juventus,2022-05-01,Venezia,W,D,W,L,W,10
2022,Juventus,2022-04-25,Sassuolo,D,W,L,W,W,10
2022,Juventus,2022-04-16,Bologna,W,L,W,W,W,10
2022,Juventus,2022-04-09,Cagliari,L,W,W,W,W,12
2022,Juventus,2022-04-03,Inter,W,W,W,W,D,12
2022,Juventus,2022-03-20,Salernitana,W,W,W,D,D,13
2022,Juventus,2022-03-12,Sampdoria,W,W,D,D,W,11
2022,Juventus,2022-03-06,Spezia,W,D,D,W,D,11
2022,Juventus,2022-02-26,Empoli,D,D,W,D,W,9
2022,Juventus,2021-10-30,Hellas Verona,L,D,W,W,W,7
2022,Juventus,2022-02-13,Atalanta,W,D,W,W,D,11
2022,Juventus,2022-02-06,Hellas Verona,D,W,W,D,W,11
2022,Juventus,2022-01-23,Milan,W,W,D,W,W,11
2022,Juventus,2022-05-16,Lazio,L,W,W,D,W,8
2022,Juventus,2022-01-15,Udinese,W,D,W,W,D,13
2022,Juventus,2022-01-09,Roma,D,W,W,D,W,11
2022,Juventus,2022-01-06,Napoli,W,W,D,W,W,11
2022,Juventus,2021-12-21,Cagliari,W,D,W,W,L,13
2022,Juventus,2021-12-18,Bologna,D,W,W,L,W,10
2022,Juventus,2021-12-11,Venezia,W,W,L,W,W,10
2022,Juventus,2021-12-05,Genoa,W,L,W,W,L,12
2022,Juventus,2021-11-30,Salernitana,L,W,W,L,L,9
2022,Juventus,2021-11-27,Atalanta,W,W,L,L,D,6
2022,Juventus,2021-11-20,Lazio,W,L,L,D,W,7
2022,Juventus,2021-11-06,Fiorentina,L,L,D,W,W,7
2022,Juventus,2022-02-18,Torino,D,W,D,W,W,9
2022,Juventus,2022-05-21,Fiorentina,D,L,W,W,D,7
2022,Juventus,2021-09-22,Spezia,D,L,L,D,,5
2022,Juventus,2021-09-19,Milan,L,L,D,,,2
2022,Juventus,2021-08-22,Udinese,,,,,,1
2022,Juventus,2021-09-26,Sampdoria,W,D,L,L,D,7
2022,Juventus,2021-10-02,Torino,W,W,D,L,L,10
2022,Juventus,2021-10-17,Roma,W,W,W,D,L,13
2022,Juventus,2021-10-24,Inter,W,W,W,W,D,13
2022,Juventus,2021-10-27,Sassuolo,D,W,W,W,W,10
2022,Juventus,2021-08-28,Empoli,D,,,,,1
2022,Juventus,2021-09-11,Napoli,L,D,,,,1
2022,Lazio,2021-09-26,Roma,D,D,L,W,W,8
2022,Lazio,2021-12-12,Sassuolo,W,D,L,L,W,4
2022,Lazio,2022-05-21,Hellas Verona,D,W,W,L,D,8
2022,Lazio,2021-09-23,Torino,D,L,W,W,,8
2022,Lazio,2021-09-19,Cagliari,L,W,W,,,7
2022,Lazio,2021-09-12,Milan,W,W,,,,6
2022,Lazio,2021-10-03,Bologna,W,D,D,L,W,5
2022,Lazio,2021-10-16,Inter,L,W,D,D,L,8
2022,Lazio,2021-10-24,Hellas Verona,W,L,W,D,D,7
2022,Lazio,2021-10-27,Fiorentina,L,W,L,W,D,9
2022,Lazio,2021-12-17,Genoa,L,W,D,L,L,7
2022,Lazio,2022-02-20,Udinese,W,W,D,W,L,11
2022,Lazio,2021-11-07,Salernitana,D,W,L,W,L,10
2022,Lazio,2021-08-28,Spezia,W,,,,,6
2022,Lazio,2021-08-21,Empoli,,,,,,3
2022,Lazio,2021-11-20,Juventus,W,D,W,L,W,7
2022,Lazio,2021-11-28,Napoli,L,W,D,W,L,7
2022,Lazio,2021-12-02,Udinese,L,L,W,D,W,5
2022,Lazio,2021-12-05,Sampdoria,D,L,L,W,D,7
2022,Lazio,2022-02-27,Napoli,D,W,W,D,W,8
2022,Lazio,2022-05-07,Sampdoria,W,L,D,W,W,10
2022,Lazio,2022-04-30,Spezia,L,D,W,W,L,10
2022,Lazio,2022-04-24,Milan,D,W,W,L,W,7
2022,Lazio,2022-04-16,Torino,W,W,L,W,W,10
2022,Lazio,2022-04-10,Genoa,W,L,W,W,L,12
2022,Lazio,2022-04-02,Sassuolo,L,W,W,L,D,9
2022,Lazio,2022-03-20,Roma,W,W,L,D,W,7
2022,Lazio,2022-03-14,Venezia,W,L,D,W,W,10
2022,Lazio,2022-03-05,Cagliari,L,D,W,W,D,10
2022,Lazio,2022-02-12,Bologna,W,D,W,L,D,10
2022,Lazio,2022-05-16,Juventus,W,W,L,D,W,8
2022,Lazio,2022-02-05,Fiorentina,D,W,L,D,W,8
2022,Lazio,2022-01-22,Atalanta,W,L,D,W,W,8
2022,Lazio,2022-01-15,Salernitana,L,D,W,W,L,10
2022,Lazio,2022-01-09,Inter,D,W,W,L,W,7
2022,Lazio,2022-01-06,Empoli,W,W,L,W,D,10
2022,Lazio,2021-12-22,Venezia,W,L,W,D,L,10
2022,Lazio,2021-10-30,Atalanta,W,L,W,L,W,7
2022,Milan,2021-10-31,Roma,W,W,W,W,W,15
2022,Milan,2021-08-29,Cagliari,W,,,,,6
2022,Milan,2021-09-12,Lazio,W,W,,,,9
2022,Milan,2021-09-25,Spezia,W,D,W,W,W,13
2022,Milan,2021-10-03,Atalanta,W,W,D,W,W,13
2022,Milan,2021-10-16,Hellas Verona,W,W,W,D,W,13
2022,Milan,2021-10-23,Bologna,W,W,W,W,D,15
2022,Milan,2021-10-26,Torino,W,W,W,W,W,15
2022,Milan,2021-11-07,Inter,W,W,W,W,W,13
2022,Milan,2021-11-20,Fiorentina,D,W,W,W,W,10
2022,Milan,2021-08-23,Sampdoria,,,,,,3
2022,Milan,2021-12-01,Genoa,L,L,D,W,W,7
2022,Milan,2021-12-04,Salernitana,W,L,L,D,W,7
2022,Milan,2021-12-11,Udinese,W,W,L,L,D,7
2022,Milan,2021-12-19,Napoli,D,W,W,L,L,7
2022,Milan,2021-12-22,Empoli,L,D,W,W,L,10
2022,Milan,2022-01-06,Roma,W,L,D,W,W,10
2022,Milan,2022-01-09,Venezia,W,W,L,D,W,10
2022,Milan,2022-05-22,Sassuolo,W,W,W,W,W,15
2022,Milan,2022-03-19,Cagliari,W,W,D,D,W,11
2022,Milan,2022-01-17,Spezia,W,W,W,L,D,9
2022,Milan,2022-05-15,Atalanta,W,W,W,W,D,15
2022,Milan,2022-02-05,Inter,D,L,W,W,W,10
2022,Milan,2022-01-23,Juventus,L,W,W,W,L,10
2022,Milan,2022-02-13,Sampdoria,W,D,L,W,W,10
2022,Milan,2022-02-19,Salernitana,W,W,D,L,W,8
2022,Milan,2022-02-25,Udinese,D,W,W,D,L,9
2022,Milan,2022-03-06,Napoli,D,D,W,W,D,11
2022,Milan,2022-03-12,Empoli,W,D,D,W,W,11
2022,Milan,2022-04-24,Lazio,W,D,D,W,W,11
2022,Milan,2022-04-04,Bologna,W,W,W,D,D,11
2022,Milan,2022-04-10,Torino,D,W,W,W,D,11
2022,Milan,2022-04-15,Genoa,D,D,W,W,W,11
2022,Milan,2022-05-08,Hellas Verona,W,W,W,D,D,13
2022,Milan,2022-05-01,Fiorentina,W,W,D,D,W,11
2022,Milan,2021-11-28,Sassuolo,L,D,W,W,W,7
2022,Milan,2021-09-22,Venezia,D,W,W,W,,13
2022,Milan,2021-09-19,Juventus,W,W,W,,,10
2022,Napoli,2022-05-22,Spezia,W,W,W,L,D,12
2022,Napoli,2022-02-21,Cagliari,D,W,W,W,W,11
2022,Napoli,2022-04-03,Atalanta,W,W,L,W,D,12
2022,Napoli,2021-10-03,Fiorentina,W,W,W,W,W,15
2022,Napoli,2021-09-26,Cagliari,W,W,W,W,W,15
2022,Napoli,2021-09-23,Sampdoria,W,W,W,W,,15
2022,Napoli,2021-10-24,Roma,W,W,W,W,W,13
2022,Napoli,2021-10-28,Bologna,D,W,W,W,W,13
2022,Napoli,2021-10-31,Salernitana,W,D,W,W,W,13
2022,Napoli,2021-08-29,Genoa,W,,,,,6
2022,Napoli,2022-02-12,Inter,W,W,W,W,D,13
2022,Napoli,2022-05-15,Genoa,W,W,L,D,L,10
2022,Napoli,2022-05-07,Torino,W,L,D,L,W,7
2022,Napoli,2022-04-30,Sassuolo,L,D,L,W,W,7
2022,Napoli,2022-04-24,Empoli,D,L,W,W,W,7
2022,Napoli,2022-04-18,Roma,L,W,W,W,L,10
2022,Napoli,2022-04-10,Fiorentina,W,W,W,L,W,9
2022,Napoli,2021-09-11,Juventus,W,W,,,,9
2022,Napoli,2022-03-19,Udinese,W,L,W,D,D,10
2022,Napoli,2021-12-12,Empoli,L,D,W,L,D,4
2022,Napoli,2022-03-06,Milan,W,D,D,W,W,8
2022,Napoli,2021-10-17,Torino,W,W,W,W,W,15
2022,Napoli,2021-12-22,Spezia,W,L,L,D,W,4
2022,Napoli,2022-02-27,Lazio,D,D,W,W,W,11
2022,Napoli,2021-11-21,Inter,D,W,W,D,W,8
2022,Napoli,2021-11-28,Lazio,L,D,W,W,D,10
2022,Napoli,2021-12-01,Sassuolo,W,L,D,W,W,8
2022,Napoli,2021-09-20,Udinese,W,W,W,,,12
2022,Napoli,2021-12-04,Atalanta,D,W,L,D,W,5
2022,Napoli,2022-03-13,Hellas Verona,L,W,D,D,W,8
2022,Napoli,2021-12-19,Milan,L,L,D,W,L,7
2022,Napoli,2021-11-07,Hellas Verona,W,W,D,W,W,11
2022,Napoli,2022-01-06,Juventus,L,W,L,L,D,4
2022,Napoli,2022-01-09,Sampdoria,D,L,W,L,L,7
2022,Napoli,2021-08-22,Venezia,,,,,,3
2022,Napoli,2022-01-17,Bologna,W,D,L,W,L,10
2022,Napoli,2022-01-23,Salernitana,W,W,D,L,W,10
2022,Napoli,2022-02-06,Venezia,W,W,W,D,L,13
2022,Roma,2021-11-07,Venezia,L,W,D,L,W,4
2022,Roma,2022-04-18,Napoli,W,W,W,D,W,11
2022,Roma,2022-04-10,Salernitana,W,W,D,W,W,13
2022,Roma,2022-04-03,Sampdoria,W,D,W,W,D,13
2022,Roma,2022-03-20,Lazio,D,W,W,D,D,11
2022,Roma,2022-03-13,Udinese,W,W,D,D,D,9
2022,Roma,2022-03-05,Atalanta,W,D,D,D,W,9
2022,Roma,2022-02-27,Spezia,D,D,D,W,W,9
2022,Roma,2022-02-19,Hellas Verona,D,D,W,W,L,9
2022,Roma,2021-12-04,Inter,L,W,W,L,L,6
2022,Roma,2022-04-23,Inter,D,W,W,W,D,10
2022,Roma,2021-11-21,Genoa,L,L,W,D,L,7
2022,Roma,2021-11-28,Torino,W,L,L,W,D,9
2022,Roma,2021-12-01,Bologna,W,W,L,L,W,6
2022,Roma,2021-10-31,Milan,W,D,L,W,L,7
2022,Roma,2021-10-24,Napoli,L,W,L,W,L,7
2022,Roma,2021-10-27,Cagliari,D,L,W,L,W,7
2022,Roma,2021-10-17,Juventus,W,L,W,L,W,6
2022,Roma,2021-12-13,Spezia,L,L,W,W,L,9
2022,Roma,2021-12-22,Sampdoria,W,W,L,L,W,7
2022,Roma,2022-02-05,Genoa,W,W,L,L,D,7
2022,Roma,2022-02-13,Sassuolo,D,W,W,L,L,8
2022,Roma,2021-08-22,Fiorentina,,,,,,3
2022,Roma,2021-08-29,Salernitana,W,,,,,6
2022,Roma,2021-09-12,Sassuolo,W,W,,,,9
2022,Roma,2021-09-19,Hellas Verona,W,W,W,,,9
2022,Roma,2021-09-23,Udinese,L,W,W,W,,12
2022,Roma,2022-05-09,Fiorentina,D,L,D,W,W,5
2022,Roma,2021-12-18,Atalanta,W,L,L,W,W,9
2022,Roma,2021-09-26,Lazio,W,L,W,W,W,9
2022,Roma,2022-01-06,Milan,D,W,W,L,L,7
2022,Roma,2022-05-01,Bologna,L,D,W,W,W,8
2022,Roma,2022-01-09,Juventus,L,D,W,W,L,7
2022,Roma,2022-01-16,Cagliari,L,L,D,W,W,7
2022,Roma,2022-01-23,Empoli,W,L,L,D,W,7
2022,Roma,2022-05-20,Torino,D,L,D,L,D,5
2022,Roma,2022-05-14,Venezia,L,D,L,D,W,3
2022,Roma,2021-10-03,Empoli,L,W,L,W,W,9
2022,Salernitana,2021-10-23,Empoli,L,W,L,D,L,4
2022,Salernitana,2022-05-22,Udinese,D,D,W,D,W,6
2022,Salernitana,2022-05-14,Empoli,D,W,D,W,W,9
2022,Salernitana,2022-05-08,Cagliari,W,D,W,W,W,11
2022,Salernitana,2022-05-05,Venezia,D,W,W,W,L,13
2022,Salernitana,2022-05-02,Atalanta,W,W,W,L,L,10
2022,Salernitana,2022-04-24,Fiorentina,W,W,L,L,L,9
2022,Salernitana,2022-04-20,Udinese,W,L,L,L,D,6
2022,Salernitana,2022-04-16,Sampdoria,L,L,L,D,L,4
2022,Salernitana,2021-11-26,Cagliari,L,L,L,W,L,4
2022,Salernitana,2022-04-02,Torino,L,D,L,D,D,2
2022,Salernitana,2021-10-16,Spezia,W,L,D,L,L,4
2022,Salernitana,2021-10-02,Genoa,L,D,L,L,L,4
2022,Salernitana,2021-09-26,Sassuolo,D,L,L,L,L,1
2022,Salernitana,2021-10-26,Venezia,L,L,W,L,D,6
2022,Salernitana,2021-10-31,Napoli,W,L,L,W,L,6
2022,Salernitana,2021-09-22,Hellas Verona,L,L,L,L,,1
2022,Salernitana,2021-11-07,Lazio,L,W,L,L,W,3
2022,Salernitana,2021-11-21,Sampdoria,L,L,W,L,L,3
2022,Salernitana,2021-12-17,Inter,L,L,L,D,L,1
2022,Salernitana,2021-12-11,Fiorentina,L,L,D,L,L,1
2022,Salernitana,2021-09-18,Atalanta,L,L,L,,,0
2022,Salernitana,2022-01-09,Hellas Verona,L,L,L,L,D,3
2022,Salernitana,2022-01-15,Lazio,W,L,L,L,L,3
2022,Salernitana,2022-01-23,Napoli,L,W,L,L,L,3
2022,Salernitana,2022-02-07,Spezia,L,L,W,L,L,4
2022,Salernitana,2022-02-13,Genoa,D,L,L,W,L,5
