SEASON,TEAM,MATCH_DATE,RESULT,LAST_1,LAST_2,LAST_3,LAST_4,LAST_5,FORM_SCORE
2021,Milan,2020-09-21,Bologna,,,,,,3
2021,Milan,2020-12-20,Sassuolo,D,D,W,W,W,11
2021,Milan,2020-10-26,Roma,W,W,W,W,,13
2021,Milan,2020-11-01,Udinese,D,W,W,W,W,13
2021,Milan,2020-11-08,Hellas Verona,W,D,W,W,W,11
2021,Milan,2020-11-22,Napoli,D,W,D,W,W,11
2021,Milan,2020-11-29,Fiorentina,W,D,W,D,W,11
2021,Milan,2020-12-06,Sampdoria,W,W,D,W,D,13
2021,Milan,2020-10-04,Spezia,W,W,,,,9
2021,Milan,2021-04-18,Genoa,W,D,W,L,W,10
2021,Milan,2020-10-17,Inter,W,W,W,,,12
2021,Milan,2020-12-23,Lazio,W,D,D,W,W,11
2021,Milan,2021-01-03,Benevento,W,W,D,D,W,11
2021,Milan,2021-01-06,Juventus,W,W,W,D,D,10
2021,Milan,2021-01-09,Torino,L,W,W,W,D,12
2021,Milan,2021-01-18,Cagliari,W,L,W,W,W,12
2021,Milan,2021-01-23,Atalanta,W,W,L,W,W,9
2021,Milan,2021-01-30,Bologna,L,W,W,L,W,9
2021,Milan,2021-02-21,Inter,L,W,W,L,W,6
2021,Milan,2021-02-13,Spezia,W,W,L,W,W,9
2021,Milan,2021-02-07,Crotone,W,L,W,W,L,12
2021,Milan,2021-05-23,Atalanta,D,W,W,W,L,13
2021,Milan,2021-05-16,Cagliari,W,W,W,L,L,10
2021,Milan,2021-05-12,Torino,W,W,L,L,W,9
2021,Milan,2021-05-09,Juventus,W,L,L,W,W,9
2021,Milan,2021-05-01,Benevento,L,L,W,W,D,9
2021,Milan,2021-04-26,Lazio,L,W,W,D,W,7
2021,Milan,2021-04-21,Sassuolo,W,W,D,W,L,10
2021,Milan,2020-09-27,Crotone,W,,,,,6
2021,Milan,2021-04-10,Parma,D,W,L,W,D,10
2021,Milan,2021-04-03,Sampdoria,W,L,W,D,W,8
2021,Milan,2021-03-21,Fiorentina,L,W,D,W,L,10
2021,Milan,2021-03-14,Napoli,W,D,W,L,L,7
2021,Milan,2021-03-07,Hellas Verona,D,W,L,L,W,7
2021,Milan,2021-03-03,Udinese,W,L,L,W,W,7
2021,Milan,2021-02-28,Roma,L,L,W,W,L,9
2021,Milan,2020-12-13,Parma,W,W,W,D,W,11
2021,Napoli,2021-02-06,Genoa,W,L,W,W,L,9
2021,Napoli,2021-02-13,Juventus,L,W,L,W,W,9
2021,Napoli,2020-12-16,Inter,W,W,W,L,W,9
2021,Napoli,2020-10-17,Atalanta,W,W,,,,9
2021,Napoli,2020-10-25,Benevento,W,W,W,,,12
2021,Napoli,2020-11-01,Sassuolo,W,W,W,W,,12
2021,Napoli,2020-11-08,Bologna,L,W,W,W,W,12
2021,Napoli,2020-11-22,Milan,W,L,W,W,W,9
2021,Napoli,2020-11-29,Roma,L,W,L,W,W,9
2021,Napoli,2020-12-06,Crotone,W,L,W,L,W,9
2021,Napoli,2021-02-21,Atalanta,W,L,W,L,W,6
2021,Napoli,2020-12-20,Lazio,L,W,W,W,L,9
2021,Napoli,2020-12-23,Torino,L,L,W,W,W,7
2021,Napoli,2021-01-03,Cagliari,D,L,L,W,W,7
2021,Napoli,2021-01-06,Spezia,W,D,L,L,W,4
2021,Napoli,2021-01-10,Udinese,L,W,D,L,L,7
2021,Napoli,2021-01-17,Fiorentina,W,L,W,D,L,10
2021,Napoli,2021-01-24,Hellas Verona,W,W,L,W,D,9
2021,Napoli,2021-01-31,Parma,L,W,W,L,W,9
2021,Napoli,2021-04-18,Inter,W,L,W,W,W,10
2021,Napoli,2020-09-27,Genoa,W,,,,,6
2021,Napoli,2021-04-07,Juventus,W,W,W,W,D,12
2021,Napoli,2021-05-23,Hellas Verona,W,W,W,D,W,11
2021,Napoli,2021-05-16,Fiorentina,W,W,D,W,W,13
2021,Napoli,2021-05-11,Udinese,W,D,W,W,D,13
2021,Napoli,2021-05-08,Spezia,D,W,W,D,W,11
2021,Napoli,2021-05-02,Cagliari,W,W,D,W,L,11
2021,Napoli,2021-04-26,Torino,W,D,W,L,W,10
2021,Napoli,2021-04-22,Lazio,D,W,L,W,W,10
2021,Napoli,2021-04-11,Sampdoria,L,W,W,W,W,12
2021,Napoli,2020-12-13,Sampdoria,W,W,L,W,L,12
2021,Napoli,2020-09-20,Parma,,,,,,3
2021,Napoli,2021-04-03,Crotone,W,W,W,D,W,13
2021,Napoli,2021-03-21,Roma,W,W,D,W,L,13
2021,Napoli,2021-03-14,Milan,W,D,W,L,W,10
2021,Napoli,2021-03-07,Bologna,D,W,L,W,L,10
2021,Napoli,2021-03-03,Sassuolo,W,L,W,L,W,7
2021,Napoli,2021-02-28,Benevento,L,W,L,W,L,9
2021,Parma,2021-05-03,Torino,L,L,L,L,D,0
2021,Parma,2020-12-22,Crotone,L,D,D,D,W,3
2021,Parma,2021-04-10,Milan,D,L,W,D,L,5
2021,Parma,2021-01-03,Torino,L,L,D,D,D,2
2021,Parma,2021-01-06,Atalanta,L,L,L,D,D,1
2021,Parma,2021-01-10,Lazio,L,L,L,L,D,0
2021,Parma,2021-01-24,Sampdoria,D,L,L,L,L,1
2021,Parma,2021-01-17,Sassuolo,L,L,L,L,L,1
2021,Parma,2021-02-21,Udinese,L,L,L,L,D,1
2021,Parma,2021-04-24,Crotone,L,L,L,D,L,1
2021,Parma,2020-12-19,Juventus,D,D,D,W,L,6
2021,Parma,2021-05-09,Atalanta,L,L,L,L,L,0
2021,Parma,2021-05-12,Lazio,L,L,L,L,L,0
2021,Parma,2021-05-16,Sassuolo,L,L,L,L,L,0
2021,Parma,2021-05-22,Sampdoria,L,L,L,L,L,0
2021,Parma,2020-11-07,Fiorentina,D,D,L,W,L,6
2021,Parma,2021-02-15,Hellas Verona,L,L,L,D,L,1
2021,Parma,2021-02-07,Bologna,L,L,D,L,L,1
2021,Parma,2021-01-31,Napoli,L,D,L,L,L,1
2021,Parma,2020-09-20,Napoli,,,,,,0
2021,Parma,2021-03-07,Fiorentina,L,D,D,L,L,3
2021,Parma,2021-04-03,Benevento,L,W,D,L,D,5
2021,Parma,2021-03-14,Roma,D,L,D,D,L,6
2021,Parma,2021-03-19,Genoa,W,D,L,D,D,5
2021,Parma,2020-10-18,Udinese,W,L,L,,,3
2021,Parma,2021-02-27,Spezia,D,L,L,L,L,2
2021,Parma,2021-04-21,Juventus,L,L,D,L,W,1
2021,Parma,2020-10-31,Inter,D,L,W,L,L,5
2021,Parma,2020-09-28,Bologna,L,,,,,0
2021,Parma,2021-03-04,Inter,D,D,L,L,L,2
2021,Parma,2021-04-17,Cagliari,L,D,L,W,D,4
2021,Parma,2020-10-25,Spezia,L,W,L,L,,4
2021,Parma,2020-10-04,Hellas Verona,L,L,,,,3
2021,Parma,2020-11-22,Roma,D,D,D,L,W,3
2021,Parma,2020-11-30,Genoa,L,D,D,D,L,6
2021,Parma,2020-12-06,Benevento,W,L,D,D,D,6
2021,Parma,2020-12-13,Milan,D,W,L,D,D,6
2021,Parma,2020-12-16,Cagliari,D,D,W,L,D,6
2021,Roma,2021-04-11,Bologna,D,L,L,W,W,7
2021,Roma,2020-09-19,Hellas Verona,,,,,,0
2021,Roma,2021-02-06,Juventus,W,W,L,D,W,7
2021,Roma,2021-02-14,Udinese,L,W,W,L,D,9
2021,Roma,2021-02-21,Benevento,W,L,W,W,L,10
2021,Roma,2021-02-28,Milan,D,W,L,W,W,7
2021,Roma,2021-03-03,Fiorentina,L,D,W,L,W,7
2021,Roma,2021-03-07,Genoa,W,L,D,W,L,10
2021,Roma,2021-03-14,Parma,W,W,L,D,W,7
2021,Roma,2021-04-03,Sassuolo,L,L,W,W,L,7
2021,Roma,2021-03-21,Napoli,L,W,W,L,D,6
2021,Roma,2021-04-18,Torino,W,D,L,L,W,4
2021,Roma,2021-04-22,Atalanta,L,W,D,L,L,5
2021,Roma,2021-04-25,Cagliari,D,L,W,D,L,5
2021,Roma,2021-05-02,Sampdoria,L,D,L,W,D,4
2021,Roma,2021-05-09,Crotone,L,L,D,L,W,4
2021,Roma,2021-05-12,Inter,W,L,L,D,L,4
2021,Roma,2021-05-15,Lazio,L,W,L,L,D,6
2021,Roma,2021-05-23,Spezia,W,L,W,L,L,7
2021,Roma,2020-12-17,Torino,W,D,L,W,W,10
2021,Roma,2020-10-03,Udinese,D,L,,,,4
2021,Roma,2020-10-18,Benevento,W,D,L,,,7
2021,Roma,2020-10-26,Milan,W,W,D,L,,8
2021,Roma,2020-11-01,Fiorentina,D,W,W,D,L,11
2021,Roma,2020-11-08,Genoa,W,D,W,W,D,13
2021,Roma,2020-11-22,Parma,W,W,D,W,W,13
2021,Roma,2020-11-29,Napoli,W,W,W,D,W,10
2021,Roma,2021-01-31,Hellas Verona,W,L,D,W,W,10
2021,Roma,2020-12-13,Bologna,D,L,W,W,W,10
2021,Roma,2020-09-27,Juventus,L,,,,,1
2021,Roma,2020-12-20,Atalanta,W,W,D,L,W,7
2021,Roma,2020-12-23,Cagliari,L,W,W,D,L,10
2021,Roma,2021-01-03,Sampdoria,W,L,W,W,D,12
2021,Roma,2021-01-06,Crotone,W,W,L,W,W,12
2021,Roma,2021-01-10,Inter,W,W,W,L,W,10
2021,Roma,2021-01-15,Lazio,D,W,W,W,L,10
2021,Roma,2020-12-06,Sassuolo,L,W,W,W,D,10
2021,Roma,2021-01-23,Spezia,L,D,W,W,W,10
2021,Sampdoria,2021-03-21,Torino,L,D,D,L,L,5
2021,Sampdoria,2020-09-20,Juventus,,,,,,0
2021,Sampdoria,2020-09-26,Benevento,L,,,,,0
2021,Sampdoria,2021-01-30,Juventus,W,W,L,W,L,9
2021,Sampdoria,2021-02-07,Benevento,L,W,W,L,W,7
2021,Sampdoria,2021-02-14,Fiorentina,D,L,W,W,L,10
2021,Sampdoria,2021-02-20,Lazio,W,D,L,W,W,7
2021,Sampdoria,2021-02-28,Atalanta,L,W,D,L,W,4
2021,Sampdoria,2021-03-03,Genoa,L,L,W,D,L,5
2021,Sampdoria,2021-03-14,Bologna,D,D,L,L,W,2
2021,Sampdoria,2021-05-22,Parma,W,D,L,W,L,10
2021,Sampdoria,2021-04-11,Napoli,D,W,L,D,D,5
2021,Sampdoria,2021-04-17,Hellas Verona,L,D,W,L,D,7
2021,Sampdoria,2021-04-21,Crotone,W,L,D,W,L,10
2021,Sampdoria,2021-04-24,Sassuolo,W,W,L,D,W,7
2021,Sampdoria,2021-05-02,Roma,L,W,W,L,D,9
2021,Sampdoria,2021-05-08,Inter,W,L,W,W,L,9
2021,Sampdoria,2021-03-07,Cagliari,D,L,L,W,D,5
2021,Sampdoria,2021-04-03,Milan,W,L,D,D,L,6
2021,Sampdoria,2020-12-13,Napoli,L,D,L,L,D,1
2021,Sampdoria,2020-12-16,Hellas Verona,L,L,D,L,L,4
2021,Sampdoria,2020-10-02,Fiorentina,L,L,,,,3
2021,Sampdoria,2020-10-17,Lazio,W,L,L,,,6
2021,Sampdoria,2020-10-24,Atalanta,W,W,L,L,,9
2021,Sampdoria,2020-11-01,Genoa,W,W,W,L,L,10
2021,Sampdoria,2021-01-11,Spezia,W,L,L,W,W,6
2021,Sampdoria,2020-11-22,Bologna,L,D,W,W,W,7
2021,Sampdoria,2020-11-30,Torino,L,L,D,W,W,5
2021,Sampdoria,2020-12-06,Milan,D,L,L,D,W,2
2021,Sampdoria,2021-01-24,Parma,W,L,W,L,L,9
2021,Sampdoria,2021-01-16,Udinese,L,W,L,L,W,6
2021,Sampdoria,2020-12-19,Crotone,W,L,L,D,L,7
2021,Sampdoria,2020-12-23,Sassuolo,W,W,L,L,D,6
2021,Sampdoria,2021-01-03,Roma,L,W,W,L,L,6
2021,Sampdoria,2021-01-06,Inter,L,L,W,W,L,9
2021,Sampdoria,2020-11-07,Cagliari,D,W,W,W,L,10
2021,Sampdoria,2021-05-12,Spezia,L,W,L,W,W,7
2021,Sampdoria,2021-05-16,Udinese,D,L,W,L,W,7
2021,Sassuolo,2020-11-28,Inter,W,D,W,D,W,8
2021,Sassuolo,2021-01-24,Lazio,D,L,W,L,W,4
2021,Sassuolo,2021-01-17,Parma,L,W,L,W,L,7
2021,Sassuolo,2021-01-10,Juventus,W,L,W,L,D,6
2021,Sassuolo,2021-01-06,Genoa,L,W,L,D,W,7
2021,Sassuolo,2021-01-03,Atalanta,W,L,D,W,D,7
2021,Sassuolo,2020-12-23,Sampdoria,L,D,W,D,L,8
2021,Sassuolo,2020-12-20,Milan,D,W,D,L,W,5
2021,Sassuolo,2020-12-16,Fiorentina,W,D,L,W,D,8
2021,Sassuolo,2020-12-06,Roma,L,W,D,W,D,8
2021,Sassuolo,2020-12-11,Benevento,D,L,W,D,W,8
2021,Sassuolo,2020-11-22,Hellas Verona,D,W,D,W,W,11
2021,Sassuolo,2020-11-06,Udinese,W,D,W,W,W,11
2021,Sassuolo,2020-11-01,Napoli,D,W,W,W,D,13
2021,Sassuolo,2020-10-23,Torino,W,W,W,D,,11
2021,Sassuolo,2020-10-18,Bologna,W,W,D,,,10
2021,Sassuolo,2020-10-03,Crotone,W,D,,,,7
2021,Sassuolo,2020-09-27,Spezia,D,,,,,4
2021,Sassuolo,2021-05-23,Lazio,W,L,W,D,W,10
2021,Sassuolo,2021-03-17,Torino,W,L,D,D,W,5
2021,Sassuolo,2021-01-31,Cagliari,L,D,L,W,L,5
2021,Sassuolo,2021-04-17,Fiorentina,W,L,D,L,W,7
2021,Sassuolo,2021-04-21,Milan,W,W,L,D,L,10
2021,Sassuolo,2021-04-24,Sampdoria,W,W,W,L,D,12
2021,Sassuolo,2021-05-02,Atalanta,W,W,W,W,L,13
2021,Sassuolo,2021-05-09,Genoa,D,W,W,W,W,13
2021,Sassuolo,2021-05-12,Juventus,W,D,W,W,W,10
2021,Sassuolo,2021-05-16,Parma,L,W,D,W,W,10
2021,Sassuolo,2021-04-03,Roma,L,W,L,D,D,5
2021,Sassuolo,2021-04-07,Inter,D,L,W,L,D,4
2021,Sassuolo,2020-09-20,Cagliari,,,,,,1
2021,Sassuolo,2021-03-13,Hellas Verona,L,D,D,W,L,8
2021,Sassuolo,2021-03-06,Udinese,D,D,W,L,D,5
2021,Sassuolo,2021-04-12,Benevento,L,D,L,W,L,7
2021,Sassuolo,2021-02-06,Spezia,D,L,D,L,W,2
2021,Sassuolo,2021-02-14,Crotone,L,D,L,D,L,5
2021,Sassuolo,2021-02-20,Bologna,W,L,D,L,D,5
2021,Sassuolo,2021-03-03,Napoli,D,W,L,D,L,6
2021,Spezia,2021-02-06,Sassuolo,L,L,D,W,W,7
2021,Spezia,2020-12-05,Lazio,D,D,W,L,D,5
2021,Spezia,2021-01-16,Torino,W,W,L,L,L,7
2021,Spezia,2021-01-11,Sampdoria,W,L,L,L,D,6
2021,Spezia,2021-01-06,Napoli,L,L,L,D,L,4
2021,Spezia,2021-01-03,Hellas Verona,L,L,D,L,L,1
2021,Spezia,2020-12-23,Genoa,L,D,L,L,D,1
2021,Spezia,2020-12-20,Inter,D,L,L,D,D,2
2021,Spezia,2020-12-16,Bologna,L,L,D,D,W,3
2021,Spezia,2021-01-23,Roma,D,W,W,L,L,7
2021,Spezia,2020-12-12,Crotone,L,D,D,W,L,5
2021,Spezia,2020-11-29,Cagliari,D,W,L,D,D,6
2021,Spezia,2020-11-21,Atalanta,W,L,D,D,L,6
2021,Spezia,2020-11-07,Benevento,L,D,D,L,W,5
2021,Spezia,2020-11-01,Juventus,D,D,L,W,L,5
2021,Spezia,2020-10-25,Parma,D,L,W,L,,5
2021,Spezia,2020-10-18,Fiorentina,L,W,L,,,4
2021,Spezia,2020-10-04,Milan,W,L,,,,3
2021,Spezia,2020-09-27,Sassuolo,,,,,,0
2021,Spezia,2020-09-30,Udinese,L,,,,,3
2021,Spezia,2021-04-18,Bologna,W,L,W,L,D,6
2021,Spezia,2021-04-10,Crotone,L,W,L,D,L,7
2021,Spezia,2021-05-23,Roma,W,D,L,D,L,6
2021,Spezia,2021-05-15,Torino,D,L,D,L,D,5
2021,Spezia,2021-05-12,Sampdoria,L,D,L,D,L,3
2021,Spezia,2021-05-08,Napoli,D,L,D,L,W,2
2021,Spezia,2021-05-01,Hellas Verona,L,D,L,W,L,5
2021,Spezia,2021-04-24,Genoa,D,L,W,L,W,4
2021,Spezia,2021-04-21,Inter,L,W,L,W,L,7
2021,Spezia,2021-01-31,Udinese,L,D,W,W,L,7
2021,Spezia,2021-04-03,Lazio,W,L,D,L,D,4
2021,Spezia,2021-03-20,Cagliari,L,D,L,D,L,5
2021,Spezia,2021-03-12,Atalanta,D,L,D,L,W,2
2021,Spezia,2021-03-06,Benevento,L,D,L,W,W,5
2021,Spezia,2021-03-02,Juventus,D,L,W,W,L,7
2021,Spezia,2021-02-27,Parma,L,W,W,L,L,7
2021,Spezia,2021-02-19,Fiorentina,W,W,L,L,D,6
2021,Spezia,2021-02-13,Milan,W,L,L,D,W,7
2021,Torino,2021-01-22,Benevento,D,L,D,W,D,6
2021,Torino,2021-02-06,Atalanta,D,D,D,L,D,4
2021,Torino,2020-11-22,Inter,D,W,L,D,L,5
2021,Torino,2020-11-30,Sampdoria,L,D,W,L,D,5
2021,Torino,2020-09-19,Fiorentina,,,,,,0
2021,Torino,2020-12-05,Juventus,D,L,D,W,L,5
2021,Torino,2020-12-12,Udinese,L,D,L,D,W,2
2021,Torino,2021-02-13,Genoa,D,D,D,D,L,5
2021,Torino,2021-01-06,Hellas Verona,W,D,D,L,L,6
2021,Torino,2021-01-16,Spezia,L,D,W,D,D,6
2021,Torino,2020-11-01,Lazio,D,L,L,L,,1
2021,Torino,2021-01-29,Fiorentina,D,D,L,D,W,4
2021,Torino,2020-12-17,Roma,L,L,D,L,D,1
2021,Torino,2020-12-20,Bologna,L,L,L,D,L,2
2021,Torino,2020-12-23,Napoli,D,L,L,L,D,2
2021,Torino,2021-01-03,Parma,D,D,L,L,L,5
2021,Torino,2020-11-04,Genoa,L,D,L,L,L,4
2021,Torino,2021-03-07,Crotone,W,D,D,D,D,6
2021,Torino,2021-01-09,Milan,D,W,D,D,L,6
2021,Torino,2020-09-26,Atalanta,L,,,,,0
2021,Torino,2021-03-17,Sassuolo,L,L,W,D,D,7
2021,Torino,2021-03-21,Sampdoria,W,L,L,W,D,6
2021,Torino,2021-04-03,Juventus,L,W,L,L,W,4
2021,Torino,2021-04-10,Udinese,D,L,W,L,L,7
2021,Torino,2021-02-19,Cagliari,D,D,D,D,D,7
2021,Torino,2021-04-18,Roma,W,D,L,W,L,10
2021,Torino,2021-04-21,Bologna,W,W,D,L,W,8
2021,Torino,2021-04-26,Napoli,D,W,W,D,L,8
2021,Torino,2021-05-03,Parma,L,D,W,W,D,10
2021,Torino,2021-05-09,Hellas Verona,W,L,D,W,W,8
2021,Torino,2020-11-08,Crotone,W,L,D,L,L,5
2021,Torino,2021-05-12,Milan,D,W,L,D,W,5
2021,Torino,2021-05-15,Spezia,L,D,W,L,D,4
2021,Torino,2021-05-18,Lazio,L,L,D,W,L,5
2021,Torino,2021-05-23,Benevento,D,L,L,D,W,3
2021,Torino,2020-10-18,Cagliari,L,L,,,,0
2021,Torino,2020-10-23,Sassuolo,L,L,L,,,1
2021,Torino,2021-03-14,Inter,L,W,D,D,D,5
2021,Udinese,2021-03-03,Milan,W,D,L,W,W,8
2021,Udinese,2021-01-10,Napoli,D,L,L,D,D,2
2021,Udinese,2021-01-16,Sampdoria,L,D,L,L,D,1
2021,Udinese,2021-01-20,Atalanta,L,L,D,L,L,2
2021,Udinese,2021-01-23,Inter,D,L,L,D,L,3
2021,Udinese,2020-12-15,Crotone,W,W,W,D,L,11
2021,Udinese,2020-10-03,Roma,L,L,,,,0
2021,Udinese,2021-02-14,Roma,W,W,D,D,L,8
2021,Udinese,2021-02-21,Parma,L,W,W,D,D,8
2021,Udinese,2021-02-28,Fiorentina,D,L,W,W,D,10
2021,Udinese,2021-01-06,Bologna,L,L,D,D,W,3
2021,Udinese,2021-03-06,Sassuolo,D,W,D,L,W,8
2021,Udinese,2021-03-13,Genoa,W,D,W,D,L,9
2021,Udinese,2020-12-12,Torino,W,W,D,L,L,10
2021,Udinese,2020-11-29,Lazio,W,D,L,L,W,7
2021,Udinese,2020-11-22,Genoa,D,L,L,W,L,7
2021,Udinese,2020-11-06,Sassuolo,L,L,W,L,L,4
2021,Udinese,2020-11-01,Milan,L,W,L,L,L,3
2021,Udinese,2020-10-25,Fiorentina,W,L,L,L,,3
2021,Udinese,2021-05-16,Sampdoria,L,D,L,W,L,4
2021,Udinese,2020-09-27,Hellas Verona,,,,,,0
2021,Udinese,2020-10-18,Parma,L,L,L,,,3
2021,Udinese,2021-04-10,Torino,L,L,D,W,D,4
2021,Udinese,2021-04-17,Crotone,L,L,L,D,W,4
2021,Udinese,2021-03-21,Lazio,D,W,D,W,D,8
2021,Udinese,2021-04-21,Cagliari,W,L,L,L,D,3
2021,Udinese,2021-04-25,Benevento,L,W,L,L,L,6
2021,Udinese,2021-05-02,Juventus,W,L,W,L,L,6
2021,Udinese,2021-05-11,Napoli,D,L,W,L,W,4
2021,Udinese,2020-09-30,Spezia,L,,,,,0
2021,Udinese,2021-05-23,Inter,L,L,D,L,W,1
2021,Udinese,2021-02-07,Hellas Verona,W,D,D,L,L,8
2021,Udinese,2021-04-03,Atalanta,L,D,W,D,W,5
2021,Udinese,2021-05-08,Bologna,L,W,L,W,L,7
2021,Udinese,2021-01-31,Spezia,D,D,L,L,D,5
2021,Udinese,2020-12-20,Cagliari,D,W,W,W,D,11
2021,Udinese,2020-12-23,Benevento,D,D,W,W,W,8
2021,Udinese,2021-01-03,Juventus,L,D,D,W,W,5
2022,Atalanta,2021-12-04,Napoli,W,W,W,W,D,15
2022,Atalanta,2022-02-20,Fiorentina,D,L,D,D,W,3
2022,Atalanta,2022-05-21,Empoli,L,W,D,D,W,5
2022,Atalanta,2022-02-13,Juventus,L,D,D,W,D,6
2022,Atalanta,2021-10-27,Sampdoria,D,W,L,D,W,8
2022,Atalanta,2021-10-30,Lazio,W,D,W,L,D,8
2022,Atalanta,2021-11-06,Cagliari,D,W,D,W,L,11
2022,Atalanta,2021-11-20,Spezia,W,D,W,D,W,11
2022,Atalanta,2021-11-27,Juventus,W,W,D,W,D,13
2022,Atalanta,2021-11-30,Venezia,W,W,W,D,W,13
2022,Atalanta,2021-10-03,Milan,D,W,W,L,D,7
2022,Atalanta,2021-12-12,Hellas Verona,W,W,W,W,W,15
2022,Atalanta,2021-12-18,Roma,W,W,W,W,W,12
2022,Atalanta,2021-12-21,Genoa,L,W,W,W,W,10
2022,Atalanta,2022-01-09,Udinese,D,L,W,W,W,10
2022,Atalanta,2022-01-16,Inter,W,D,L,W,W,8
2022,Atalanta,2022-01-22,Lazio,D,W,D,L,W,6
2022,Atalanta,2022-02-06,Cagliari,D,D,W,D,L,6
2022,Atalanta,2021-10-24,Udinese,W,L,D,W,W,8
2022,Atalanta,2022-02-28,Sampdoria,L,D,L,D,D,5
2022,Atalanta,2022-03-05,Roma,W,L,D,L,D,4
2022,Atalanta,2022-03-13,Genoa,L,W,L,D,L,5
2022,Atalanta,2022-03-20,Bologna,D,L,W,L,D,7
2022,Atalanta,2022-04-03,Napoli,W,D,L,W,L,7
2022,Atalanta,2022-04-10,Sassuolo,L,W,D,L,W,4
2022,Atalanta,2022-04-18,Hellas Verona,L,L,W,D,L,4
2022,Atalanta,2022-04-23,Venezia,L,L,L,W,D,6
2022,Atalanta,2022-04-27,Torino,W,L,L,L,W,4
2022,Atalanta,2022-05-02,Salernitana,D,W,L,L,L,5
2022,Atalanta,2022-05-08,Spezia,D,D,W,L,L,8
2022,Atalanta,2022-05-15,Milan,W,D,D,W,L,8
2022,Atalanta,2021-08-21,Torino,,,,,,3
2022,Atalanta,2021-08-28,Bologna,W,,,,,4
2022,Atalanta,2021-09-11,Fiorentina,D,W,,,,4
2022,Atalanta,2021-09-18,Salernitana,L,D,W,,,7
2022,Atalanta,2021-09-21,Sassuolo,W,L,D,W,,10
2022,Atalanta,2021-09-25,Inter,W,W,L,D,W,8
2022,Atalanta,2021-10-17,Empoli,L,D,W,W,L,10
2022,Bologna,2021-12-01,Roma,W,L,W,W,L,12
2022,Bologna,2021-09-21,Genoa,L,W,D,W,,8
2022,Bologna,2022-02-21,Spezia,L,D,L,L,L,4
2022,Bologna,2022-02-26,Salernitana,W,L,D,L,L,5
2022,Bologna,2021-10-23,Milan,D,W,L,D,L,5
2022,Bologna,2021-10-28,Napoli,L,D,W,L,D,4
2022,Bologna,2021-11-01,Cagliari,L,L,D,W,L,7
2022,Bologna,2021-11-07,Sampdoria,W,L,L,D,W,7
2022,Bologna,2021-11-21,Venezia,W,W,L,L,D,6
2022,Bologna,2021-11-28,Spezia,L,W,W,L,L,9
2022,Bologna,2021-08-22,Salernitana,,,,,,3
2022,Bologna,2021-12-12,Torino,L,W,W,L,W,6
2022,Bologna,2021-12-18,Juventus,L,L,W,W,L,6
2022,Bologna,2021-12-22,Sassuolo,L,L,L,W,W,6
2022,Bologna,2022-01-11,Cagliari,W,L,L,L,W,3
2022,Bologna,2022-01-17,Napoli,L,W,L,L,L,3
2022,Bologna,2022-01-21,Hellas Verona,L,L,W,L,L,3
2022,Bologna,2022-02-12,Lazio,D,L,L,L,W,1
2022,Bologna,2021-12-05,Fiorentina,W,W,L,W,W,9
2022,Bologna,2022-04-27,Inter,D,D,W,D,L,9
2022,Bologna,2022-05-21,Genoa,L,L,D,W,D,7
2022,Bologna,2022-05-08,Venezia,D,W,D,D,W,6
2022,Bologna,2022-03-06,Torino,D,W,L,D,L,6
2022,Bologna,2022-03-13,Fiorentina,D,D,W,L,D,5
2022,Bologna,2022-03-20,Atalanta,L,D,D,W,L,5
2022,Bologna,2022-04-04,Milan,L,L,D,D,W,3
2022,Bologna,2022-04-11,Sampdoria,D,L,L,D,D,5
2022,Bologna,2022-04-16,Juventus,W,D,L,L,D,5
2022,Bologna,2022-04-24,Udinese,D,W,D,L,L,6
2022,Bologna,2021-09-26,Empoli,D,L,W,D,W,5
2022,Bologna,2022-05-01,Roma,W,D,D,W,D,9
2022,Bologna,2022-02-06,Empoli,L,L,L,W,L,4
2022,Bologna,2022-05-15,Sassuolo,L,D,W,D,D,5
2022,Bologna,2021-10-03,Lazio,L,D,L,W,D,7
2022,Bologna,2021-10-17,Udinese,W,L,D,L,W,5
2022,Bologna,2021-08-28,Atalanta,W,,,,,4
2022,Bologna,2021-09-13,Hellas Verona,D,W,,,,7
2022,Bologna,2021-09-18,Inter,W,D,W,,,7
2022,Cagliari,2021-12-21,Juventus,L,L,D,D,D,2
2022,Cagliari,2022-05-22,Venezia,L,D,L,L,W,2
2022,Cagliari,2022-05-15,Inter,D,L,L,W,L,4
2022,Cagliari,2022-05-08,Salernitana,L,L,W,L,L,4
2022,Cagliari,2022-04-30,Hellas Verona,L,W,L,L,L,3
2022,Cagliari,2022-04-24,Genoa,W,L,L,L,L,3
2022,Cagliari,2022-04-16,Sassuolo,L,L,L,L,L,3
2022,Cagliari,2022-04-03,Udinese,L,L,L,W,D,3
2022,Cagliari,2022-03-19,Milan,L,L,W,D,D,4
2022,Cagliari,2022-03-12,Spezia,L,W,D,D,W,5
2022,Cagliari,2022-03-05,Lazio,W,D,D,W,D,8
2022,Cagliari,2022-02-27,Torino,D,D,W,D,L,9
2022,Cagliari,2022-02-21,Napoli,D,W,D,L,W,6
2022,Cagliari,2022-02-13,Empoli,W,D,L,W,W,8
2022,Cagliari,2022-02-06,Atalanta,D,L,W,W,L,10
2022,Cagliari,2022-01-23,Fiorentina,L,W,W,L,L,7
2022,Cagliari,2022-01-16,Roma,W,W,L,L,L,6
